ProductName,CustomerID,Date,Region,Latitude,Longitude,Price,Segment,Shipping,Customer_type,Final_price
PenDrive,Acct-000013,08/5/2016,Denver,39.578627,-104.939031,2500.0,Gadgets,Paid,Existing,2700.0
Notebook,Acct-000013,08/5/2016,Denver,39.74556,-104.995682,75000.0,Gadgets,Paid,Existing,81000.0
Notebook,Acct-001165,08/31/2016,Denver,39.5913091,-104.8470746,75000.0,Gadgets,Paid,New,81000.0
Mobiles,Acct-001165,08/31/2016,Denver,39.67740300000001,-104.916915,15000.0,Gadgets,Paid,New,16200.0
Hard Drive,Acct-001100,08/5/2016,Dallas,33.01542,-96.7689,5000.0,Gadgets,Paid,New,5250.0
Notebook,Acct-001100,08/5/2016,Dallas,33.01542,-96.7689,75000.0,Gadgets,Paid,New,78750.0
Mobiles,Acct-000754,08/31/2016,Atlanta,33.664937,-84.2711833,15000.0,Gadgets,Free,New,15000.0
Ipod,Acct-000002,08/5/2016,Dallas,33.000035600000004,-96.9974001,2000.0,Gadgets,Paid,Existing,2100.0
Lan,Acct-000724,08/31/2016,Denver,39.5542937,-104.8431311,1200.0,Gadgets,Paid,New,1296.0
Earphones,Acct-000546,08/5/2016,Denver,39.5913091,-104.8470746,2599.0,Gadgets,Paid,New,2806.92
Notebook,Acct-000116,08/31/2016,Dallas,32.800805,-96.819612,75000.0,Gadgets,Paid,Existing,78750.0
Mouse,Acct-000009,08/31/2016,Dallas,33.005724,-96.736843,900.0,Gadgets,Paid,Existing,945.0
Keyboard,Acct-000009,08/31/2016,Dallas,33.005724,-96.736843,1000.0,Gadgets,Paid,Existing,1050.0
Earphones,Acct-000093,08/5/2016,Dallas,32.8970767,-96.9829687,2599.0,Gadgets,Paid,Existing,2728.95
PenDrive,Acct-000161,08/31/2016,Atlanta,34.0361583,-84.31945400000002,2500.0,Gadgets,Free,New,2500.0
Earphones,Acct-000552,08/5/2016,Atlanta,34.0399099,-84.56707929999997,2599.0,Gadgets,Free,New,2599.0
PenDrive,Acct-000273,08/31/2016,Dallas,32.9865395,-97.1573609,2500.0,Gadgets,Paid,Existing,2625.0
PenDrive,Acct-000013,08/31/2016,Dallas,32.992076000000004,-96.930441,2500.0,Gadgets,Paid,Existing,2625.0
Lan,Acct-000038,09/1/2016,Atlanta,34.044292,-84.576075,1200.0,Gadgets,Free,Existing,1200.0
Mobiles,Acct-000038,09/1/2016,Atlanta,34.0399407,-84.5655064,15000.0,Gadgets,Free,Existing,15000.0
Mobiles,Acct-000382,08/31/2016,Denver,39.777368,-104.968254,15000.0,Gadgets,Paid,New,16200.0
Hard Drive,Acct-000382,08/31/2016,Denver,39.74556,-104.995682,5000.0,Gadgets,Paid,New,5400.0
Keyboard,Acct-000009,08/5/2016,Dallas,32.7991853,-96.7787724,1000.0,Gadgets,Paid,Existing,1050.0
Lan,Acct-000009,08/5/2016,Dallas,32.800805,-96.819612,1200.0,Gadgets,Paid,Existing,1260.0
Mouse,Acct-000009,08/5/2016,Dallas,32.7991853,-96.7787724,900.0,Gadgets,Paid,Existing,945.0
Notebook,Acct-000009,08/5/2016,Dallas,32.800805,-96.819612,75000.0,Gadgets,Paid,Existing,78750.0
Mobiles,Acct-000925,08/31/2016,Atlanta,33.758884,-84.38769,15000.0,Gadgets,Free,New,15000.0
PenDrive,Acct-000183,08/31/2016,Dallas,32.976122,-96.707292,2500.0,Gadgets,Paid,New,2625.0
PenDrive,Acct-000011,08/31/2016,Denver,39.5873873,-104.876543,2500.0,Gadgets,Paid,Existing,2700.0
Notebook,Acct-000011,08/31/2016,Denver,39.5609887,-104.8277596,75000.0,Gadgets,Paid,Existing,81000.0
Lan,Acct-000002,08/5/2016,Dallas,32.7498182,-97.32957059999998,1200.0,Gadgets,Paid,Existing,1260.0
Earphones,Acct-000002,08/5/2016,Dallas,32.7498182,-97.32957059999998,2599.0,Gadgets,Paid,Existing,2728.95
Hard Drive,Acct-000273,08/5/2016,Denver,39.82639,-105.038789,5000.0,Gadgets,Paid,Existing,5400.0
Speakers,Acct-000273,08/5/2016,Denver,39.7906778,-105.0039306,5500.0,Gadgets,Paid,Existing,5940.0
Hard Drive,Acct-000811,08/5/2016,Dallas,32.800805,-96.819612,5000.0,Gadgets,Paid,Existing,5250.0
Earphones,Acct-000811,08/5/2016,Dallas,32.787255,-96.794118,2599.0,Gadgets,Paid,Existing,2728.95
Mouse,Acct-001151,09/1/2016,Denver,39.74556,-104.995682,900.0,Gadgets,Paid,New,972.0
Notebook,Acct-001042,08/5/2016,Denver,39.615224,-104.886647,75000.0,Gadgets,Paid,New,81000.0
PenDrive,Acct-001166,09/1/2016,Atlanta,34.0354213,-84.0608807,2500.0,Gadgets,Free,New,2500.0
Ipod,Acct-001166,09/1/2016,Atlanta,34.0354213,-84.0608807,2000.0,Gadgets,Free,New,2000.0
Hard Drive,Acct-000013,09/1/2016,Dallas,32.992076000000004,-96.930441,5000.0,Gadgets,Paid,Existing,5250.0
Speakers,Acct-000019,09/1/2016,Denver,39.74556,-104.995682,5500.0,Gadgets,Paid,Existing,5940.0
Notebook,Acct-000147,09/1/2016,Atlanta,34.0483639,-84.3122917,75000.0,Gadgets,Free,New,75000.0
Hard Drive,Acct-000049,09/1/2016,Atlanta,33.7616219,-84.3911416,5000.0,Gadgets,Free,Existing,5000.0
Speakers,Acct-000049,09/1/2016,Atlanta,33.7814526,-84.3854818,5500.0,Gadgets,Free,Existing,5500.0
Keyboard,Acct-000973,09/1/2016,Atlanta,33.755431,-84.391561,1000.0,Gadgets,Free,New,1000.0
Earphones,Acct-000628,09/1/2016,Atlanta,33.755431,-84.391561,2599.0,Gadgets,Free,New,2599.0
Notebook,Acct-000628,09/1/2016,Atlanta,33.889795,-84.465361,75000.0,Gadgets,Free,New,75000.0
Hard Drive,Acct-000362,09/1/2016,Denver,39.660966,-104.850001,5000.0,Gadgets,Paid,New,5400.0
Earphones,Acct-000034,09/1/2016,Dallas,32.787255,-96.794118,2599.0,Gadgets,Paid,Existing,2728.95
PenDrive,Acct-000034,09/1/2016,Dallas,33.01542,-96.7689,2500.0,Gadgets,Paid,Existing,2625.0
Mouse,Acct-000034,09/2/2016,Atlanta,33.755431,-84.391561,900.0,Gadgets,Free,Existing,900.0
Mobiles,Acct-000034,09/2/2016,Atlanta,33.74426500000001,-84.581427,15000.0,Gadgets,Free,Existing,15000.0
Speakers,Acct-000009,09/2/2016,Atlanta,34.0354213,-84.0608807,5500.0,Gadgets,Free,Existing,5500.0
Keyboard,Acct-000005,09/1/2016,Dallas,32.8838946,-96.7691221,1000.0,Gadgets,Paid,New,1050.0
Ipod,Acct-000009,09/1/2016,Denver,39.660966,-104.850001,2000.0,Gadgets,Paid,Existing,2160.0
Ipod,Acct-000546,09/1/2016,Denver,39.5913091,-104.8470746,2000.0,Gadgets,Paid,New,2160.0
Earphones,Acct-000415,09/2/2016,Dallas,32.787255,-96.794118,2599.0,Gadgets,Paid,Existing,2728.95
Mobiles,Acct-000415,09/2/2016,Dallas,32.935121,-96.998319,15000.0,Gadgets,Paid,Existing,15750.0
PenDrive,Acct-000342,09/2/2016,Dallas,32.9114239,-96.871178,2500.0,Gadgets,Paid,New,2625.0
Notebook,Acct-000431,09/2/2016,Denver,39.847827,-104.979817,75000.0,Gadgets,Paid,New,81000.0
Speakers,Acct-000044,09/2/2016,Denver,39.660966,-104.850001,5500.0,Gadgets,Paid,Existing,5940.0
PenDrive,Acct-000044,09/2/2016,Denver,39.6181744,-104.8975922,2500.0,Gadgets,Paid,Existing,2700.0
Earphones,Acct-000133,09/2/2016,Denver,39.74556,-104.995682,2599.0,Gadgets,Paid,New,2806.92
PenDrive,Acct-001027,08/8/2016,Denver,39.7499044,-104.9989529,2500.0,Gadgets,Paid,New,2700.0
Lan,Acct-001043,08/8/2016,Dallas,32.800805,-96.819612,1200.0,Gadgets,Paid,New,1260.0
Keyboard,Acct-001043,08/8/2016,Dallas,32.7361052,-97.1063519,1000.0,Gadgets,Paid,New,1050.0
Notebook,Acct-000002,08/8/2016,Denver,39.745214,-104.996223,75000.0,Gadgets,Paid,Existing,81000.0
Mobiles,Acct-000170,08/8/2016,Dallas,32.800805,-96.819612,15000.0,Gadgets,Paid,New,15750.0
Keyboard,Acct-000278,08/8/2016,Dallas,32.8970767,-96.9829687,1000.0,Gadgets,Paid,New,1050.0
Keyboard,Acct-000904,08/8/2016,Dallas,32.800805,-96.819612,1000.0,Gadgets,Paid,Existing,1050.0
Notebook,Acct-000904,08/8/2016,Dallas,32.778334,-96.79855,75000.0,Gadgets,Paid,Existing,78750.0
Earphones,Acct-000273,08/8/2016,Dallas,32.7833,-97.0658,2599.0,Gadgets,Paid,Existing,2728.95
Hard Drive,Acct-000013,09/2/2016,Denver,39.777368,-104.968254,5000.0,Gadgets,Paid,Existing,5400.0
Ipod,Acct-000013,09/2/2016,Denver,39.74556,-104.995682,2000.0,Gadgets,Paid,Existing,2160.0
Earphones,Acct-001167,09/2/2016,Denver,39.660966,-104.850001,2599.0,Gadgets,Paid,New,2806.92
Ipod,Acct-000072,09/2/2016,Denver,39.5643596,-104.8665482,2000.0,Gadgets,Paid,Existing,2160.0
Ipod,Acct-000013,09/2/2016,Atlanta,33.9381625,-84.2267439,2000.0,Gadgets,Free,Existing,2000.0
Lan,Acct-000013,09/2/2016,Atlanta,33.8297645,-84.3647052,1200.0,Gadgets,Free,Existing,1200.0
PenDrive,Acct-000013,09/2/2016,Atlanta,33.83578970000001,-84.32956109999998,2500.0,Gadgets,Free,Existing,2500.0
Mobiles,Acct-000013,08/8/2016,Atlanta,33.75326,-84.38096429999997,15000.0,Gadgets,Free,Existing,15000.0
Notebook,Acct-000273,09/2/2016,Dallas,32.926,-97.1554,75000.0,Gadgets,Paid,Existing,78750.0
Hard Drive,Acct-000519,09/3/2016,Atlanta,33.7028095,-84.3953085,5000.0,Gadgets,Free,Existing,5000.0
Earphones,Acct-000519,09/3/2016,Atlanta,33.4805616,-84.5089571,2599.0,Gadgets,Free,Existing,2599.0
Keyboard,Acct-001012,08/8/2016,Denver,39.5643596,-104.8665482,1000.0,Gadgets,Paid,New,1080.0
Earphones,Acct-001012,08/8/2016,Denver,39.5913091,-104.8470746,2599.0,Gadgets,Paid,New,2806.92
Mobiles,Acct-000519,09/3/2016,Atlanta,33.7028095,-84.3953085,15000.0,Gadgets,Free,Existing,15000.0
PenDrive,Acct-000519,09/3/2016,Atlanta,33.4805616,-84.5089571,2500.0,Gadgets,Free,Existing,2500.0
Mobiles,Acct-000768,08/8/2016,Atlanta,33.7775391,-84.42146109999999,15000.0,Gadgets,Free,Existing,15000.0
Earphones,Acct-000768,08/8/2016,Atlanta,33.7775391,-84.42146109999999,2599.0,Gadgets,Free,Existing,2599.0
Earphones,Acct-000152,08/8/2016,Atlanta,33.755431,-84.391561,2599.0,Gadgets,Free,New,2599.0
Keyboard,Acct-000002,09/2/2016,Dallas,32.7506422,-97.3345437,1000.0,Gadgets,Paid,Existing,1050.0
Mobiles,Acct-000044,08/8/2016,Denver,39.5643596,-104.8665482,15000.0,Gadgets,Paid,Existing,16200.0
Notebook,Acct-000044,08/8/2016,Denver,39.7345345,-105.02547549999998,75000.0,Gadgets,Paid,Existing,81000.0
Keyboard,Acct-000044,08/8/2016,Denver,39.5738967,-104.9891722,1000.0,Gadgets,Paid,Existing,1080.0
Speakers,Acct-000044,08/8/2016,Denver,39.7742611,-104.8082366,5500.0,Gadgets,Paid,Existing,5940.0
Keyboard,Acct-000044,08/8/2016,Denver,39.733164,-104.98921,1000.0,Gadgets,Paid,Existing,1080.0
Mouse,Acct-000004,09/2/2016,Denver,39.745214,-104.996223,900.0,Gadgets,Paid,Existing,972.0
Hard Drive,Acct-001063,09/5/2016,Dallas,32.778334,-96.79855,5000.0,Gadgets,Paid,New,5250.0
Earphones,Acct-000754,09/6/2016,Atlanta,33.664320000000004,-84.27463,2599.0,Gadgets,Free,New,2599.0
Mobiles,Acct-000043,08/9/2016,Atlanta,34.0354213,-84.0608807,15000.0,Gadgets,Free,Existing,15000.0
Notebook,Acct-000043,08/9/2016,Atlanta,34.094871999999995,-84.243178,75000.0,Gadgets,Free,Existing,75000.0
Lan,Acct-001044,08/9/2016,Dallas,32.800805,-96.819612,1200.0,Gadgets,Paid,New,1260.0
PenDrive,Acct-001044,08/9/2016,Dallas,32.898602399999994,-96.4673786,2500.0,Gadgets,Paid,New,2625.0
PenDrive,Acct-000955,09/6/2016,Dallas,32.800805,-96.819612,2500.0,Gadgets,Paid,New,2625.0
Ipod,Acct-000038,08/9/2016,Denver,39.74576,-104.994423,2000.0,Gadgets,Paid,Existing,2160.0
Earphones,Acct-000038,08/9/2016,Dallas,32.800805,-96.819612,2599.0,Gadgets,Paid,Existing,2728.95
Ipod,Acct-000019,08/9/2016,Dallas,32.800805,-96.819612,2000.0,Gadgets,Paid,Existing,2100.0
Ipod,Acct-000019,08/9/2016,Dallas,32.787255,-96.794118,2000.0,Gadgets,Paid,Existing,2100.0
Earphones,Acct-000019,08/9/2016,Atlanta,33.758884,-84.38769,2599.0,Gadgets,Free,Existing,2599.0
Earphones,Acct-000296,09/6/2016,Denver,39.74519179999999,-104.9792774,2599.0,Gadgets,Paid,Existing,2806.92
Keyboard,Acct-000935,08/9/2016,Denver,39.745886,-104.9794996,1000.0,Gadgets,Paid,New,1080.0
Speakers,Acct-000002,08/9/2016,Dallas,32.800805,-96.819612,5500.0,Gadgets,Paid,Existing,5775.0
PenDrive,Acct-000067,09/6/2016,Dallas,32.800805,-96.819612,2500.0,Gadgets,Paid,Existing,2625.0
Hard Drive,Acct-001160,08/9/2016,Dallas,32.800805,-96.819612,5000.0,Gadgets,Paid,New,5250.0
Mouse,Acct-000374,09/6/2016,Dallas,32.9480565,-96.8251322,900.0,Gadgets,Paid,New,945.0
Keyboard,Acct-000067,09/6/2016,Dallas,32.4928423,-96.6725546,1000.0,Gadgets,Paid,Existing,1050.0
Ipod,Acct-000454,09/6/2016,Dallas,32.92387,-96.79165,2000.0,Gadgets,Paid,New,2100.0
Keyboard,Acct-000989,09/6/2016,Atlanta,33.755431,-84.391561,1000.0,Gadgets,Free,New,1000.0
Lan,Acct-000948,08/9/2016,Dallas,32.800805,-96.819612,1200.0,Gadgets,Paid,Existing,1260.0
Mouse,Acct-000224,08/9/2016,Denver,39.74556,-104.995682,900.0,Gadgets,Paid,Existing,972.0
Mouse,Acct-000224,08/9/2016,Denver,39.74556,-104.995682,900.0,Gadgets,Paid,Existing,972.0
Hard Drive,Acct-000991,09/7/2016,Denver,39.5590408,-104.8383836,5000.0,Gadgets,Paid,New,5400.0
Ipod,Acct-000039,09/6/2016,Denver,39.74556,-104.995682,2000.0,Gadgets,Paid,Existing,2160.0
Mobiles,Acct-000039,09/6/2016,Denver,39.74519179999999,-104.9792774,15000.0,Gadgets,Paid,Existing,16200.0
Notebook,Acct-000674,08/9/2016,Denver,39.777368,-104.968254,75000.0,Gadgets,Paid,New,81000.0
Notebook,Acct-000009,09/6/2016,Dallas,33.005724,-96.736843,75000.0,Gadgets,Paid,Existing,78750.0
Lan,Acct-000948,09/6/2016,Dallas,32.800805,-96.819612,1200.0,Gadgets,Paid,Existing,1260.0
Lan,Acct-000376,09/6/2016,Denver,39.74556,-104.995682,1200.0,Gadgets,Paid,New,1296.0
Mouse,Acct-000017,08/9/2016,Denver,39.744984,-105.012074,900.0,Gadgets,Paid,Existing,972.0
PenDrive,Acct-000948,09/6/2016,Dallas,32.800805,-96.819612,2500.0,Gadgets,Paid,Existing,2625.0
Lan,Acct-000180,08/10/2016,Dallas,32.967386600000005,-96.7129604,1200.0,Gadgets,Paid,Existing,1260.0
Hard Drive,Acct-000180,08/10/2016,Dallas,33.0813084,-96.8480475,5000.0,Gadgets,Paid,Existing,5250.0
Hard Drive,Acct-000010,09/6/2016,Denver,39.74556,-104.995682,5000.0,Gadgets,Paid,New,5400.0
Mouse,Acct-000411,09/7/2016,Denver,39.5913091,-104.8470746,900.0,Gadgets,Paid,New,972.0
Ipod,Acct-000411,09/7/2016,Denver,39.7417468,-105.0093822,2000.0,Gadgets,Paid,New,2160.0
Hard Drive,Acct-001168,08/10/2016,Dallas,32.964732,-96.7159639,5000.0,Gadgets,Paid,New,5250.0
Keyboard,Acct-000004,08/10/2016,Denver,39.745214,-104.996223,1000.0,Gadgets,Paid,Existing,1080.0
Keyboard,Acct-000362,09/7/2016,Dallas,32.800805,-96.819612,1000.0,Gadgets,Paid,New,1050.0
Hard Drive,Acct-000236,08/10/2016,Dallas,32.800805,-96.819612,5000.0,Gadgets,Paid,Existing,5250.0
Lan,Acct-000236,08/10/2016,Dallas,32.787255,-96.794118,1200.0,Gadgets,Paid,Existing,1260.0
Keyboard,Acct-000143,08/10/2016,Dallas,32.966302,-96.715742,1000.0,Gadgets,Paid,New,1050.0
Lan,Acct-000143,08/10/2016,Dallas,32.966302,-96.715742,1200.0,Gadgets,Paid,New,1260.0
Hard Drive,Acct-000004,08/10/2016,Denver,39.745214,-104.996223,5000.0,Gadgets,Paid,Existing,5400.0
Keyboard,Acct-000027,08/10/2016,Dallas,32.782307,-96.806312,1000.0,Gadgets,Paid,New,1050.0
Ipod,Acct-000364,08/10/2016,Denver,39.660966,-104.850001,2000.0,Gadgets,Paid,Existing,2160.0
Speakers,Acct-000382,09/7/2016,Denver,39.777368,-104.968254,5500.0,Gadgets,Paid,New,5940.0
Mobiles,Acct-000013,08/10/2016,Atlanta,33.895315999999994,-84.4537747,15000.0,Gadgets,Free,Existing,15000.0
Earphones,Acct-000013,08/10/2016,Atlanta,33.9655578,-84.2174173,2599.0,Gadgets,Free,Existing,2599.0
Speakers,Acct-000148,08/10/2016,Dallas,32.800805,-96.819612,5500.0,Gadgets,Paid,New,5775.0
Speakers,Acct-000236,08/10/2016,Dallas,32.800805,-96.819612,5500.0,Gadgets,Paid,Existing,5775.0
Lan,Acct-000236,08/10/2016,Dallas,32.787255,-96.794118,1200.0,Gadgets,Paid,Existing,1260.0
Mouse,Acct-000013,08/10/2016,Atlanta,33.895315999999994,-84.4537747,900.0,Gadgets,Free,Existing,900.0
Hard Drive,Acct-000013,08/10/2016,Atlanta,33.9655578,-84.2174173,5000.0,Gadgets,Free,Existing,5000.0
Speakers,Acct-000036,09/7/2016,Dallas,32.800805,-96.819612,5500.0,Gadgets,Paid,Existing,5775.0
PenDrive,Acct-000036,09/7/2016,Dallas,32.9114239,-96.871178,2500.0,Gadgets,Paid,Existing,2625.0
Mobiles,Acct-000002,08/10/2016,Dallas,32.8970767,-96.9829687,15000.0,Gadgets,Paid,Existing,15750.0
Mouse,Acct-000292,08/10/2016,Dallas,32.8625,-96.809722,900.0,Gadgets,Paid,New,945.0
Lan,Acct-000027,08/10/2016,Dallas,32.7933357,-96.8055556,1200.0,Gadgets,Paid,New,1260.0
Earphones,Acct-000027,08/10/2016,Dallas,32.782307,-96.806312,2599.0,Gadgets,Paid,New,2728.95
Lan,Acct-001150,08/10/2016,Dallas,32.9983053,-97.0007023,1200.0,Gadgets,Paid,New,1260.0
Notebook,Acct-000246,08/10/2016,Dallas,32.9301381,-97.1042919,75000.0,Gadgets,Paid,New,78750.0
Speakers,Acct-001105,09/7/2016,Dallas,32.800805,-96.819612,5500.0,Gadgets,Paid,New,5775.0
Mobiles,Acct-001105,09/7/2016,Dallas,33.0089152,-96.6919578,15000.0,Gadgets,Paid,New,15750.0
Mobiles,Acct-000009,08/10/2016,Dallas,32.787255,-96.794118,15000.0,Gadgets,Paid,Existing,15750.0
Lan,Acct-000013,08/10/2016,Dallas,32.88439,-96.97843,1200.0,Gadgets,Paid,Existing,1260.0
Keyboard,Acct-000013,08/10/2016,Dallas,32.83254,-97.04428,1000.0,Gadgets,Paid,Existing,1050.0
Mobiles,Acct-000013,08/10/2016,Dallas,32.9026401,-97.0874996,15000.0,Gadgets,Paid,Existing,15750.0
Hard Drive,Acct-000017,08/10/2016,Denver,39.804983,-104.943761,5000.0,Gadgets,Paid,Existing,5400.0
Lan,Acct-000579,08/10/2016,Denver,39.74519179999999,-104.9792774,1200.0,Gadgets,Paid,Existing,1296.0
Speakers,Acct-001097,09/7/2016,Denver,39.5590408,-104.8383836,5500.0,Gadgets,Paid,New,5940.0
Hard Drive,Acct-000038,08/11/2016,Denver,39.74576,-104.994423,5000.0,Gadgets,Paid,Existing,5400.0
Keyboard,Acct-000038,08/11/2016,Denver,39.6180129,-104.8913097,1000.0,Gadgets,Paid,Existing,1080.0
Ipod,Acct-000002,09/7/2016,Denver,39.781987,-104.8503659,2000.0,Gadgets,Paid,Existing,2160.0
Speakers,Acct-000019,08/10/2016,Dallas,32.800805,-96.819612,5500.0,Gadgets,Paid,Existing,5775.0
Speakers,Acct-000019,08/10/2016,Dallas,32.787255,-96.794118,5500.0,Gadgets,Paid,Existing,5775.0
Mouse,Acct-000864,09/7/2016,Dallas,32.807183,-96.868566,900.0,Gadgets,Paid,New,945.0
Earphones,Acct-000864,09/7/2016,Atlanta,33.758884,-84.38769,2599.0,Gadgets,Free,New,2599.0
Keyboard,Acct-000864,09/7/2016,Dallas,32.807183,-96.868566,1000.0,Gadgets,Paid,New,1050.0
Speakers,Acct-000002,09/7/2016,Dallas,32.800805,-96.819612,5500.0,Gadgets,Paid,Existing,5775.0
Mouse,Acct-001169,09/7/2016,Denver,39.680247,-104.936756,900.0,Gadgets,Paid,New,972.0
Earphones,Acct-000724,09/7/2016,Denver,39.5542937,-104.8431311,2599.0,Gadgets,Paid,New,2806.92
Hard Drive,Acct-000062,09/8/2016,Atlanta,33.74426500000001,-84.581427,5000.0,Gadgets,Free,Existing,5000.0
Ipod,Acct-000053,09/8/2016,Atlanta,34.057677000000005,-84.1598369,2000.0,Gadgets,Free,Existing,2000.0
Ipod,Acct-001055,08/11/2016,Denver,39.74519179999999,-104.9792774,2000.0,Gadgets,Paid,New,2160.0
PenDrive,Acct-000002,09/7/2016,Dallas,32.98018,-96.85467,2500.0,Gadgets,Paid,Existing,2625.0
Notebook,Acct-001170,08/11/2016,Atlanta,33.836619,-84.625152,75000.0,Gadgets,Free,New,75000.0
Mobiles,Acct-001170,08/11/2016,Atlanta,33.859182000000004,-84.577372,15000.0,Gadgets,Free,New,15000.0
Lan,Acct-001170,08/11/2016,Atlanta,33.705815,-84.59844100000002,1200.0,Gadgets,Free,New,1200.0
Lan,Acct-001170,08/11/2016,Atlanta,33.688997,-84.615665,1200.0,Gadgets,Free,New,1200.0
Mobiles,Acct-000002,08/11/2016,Denver,39.6180129,-104.8913097,15000.0,Gadgets,Paid,Existing,16200.0
Mouse,Acct-000013,08/11/2016,Atlanta,33.74426500000001,-84.581427,900.0,Gadgets,Free,Existing,900.0
Keyboard,Acct-000002,09/7/2016,Denver,39.65564060000001,-104.9028919,1000.0,Gadgets,Paid,Existing,1080.0
Speakers,Acct-000074,08/11/2016,Atlanta,33.755431,-84.391561,5500.0,Gadgets,Free,Existing,5500.0
Notebook,Acct-000034,09/8/2016,Dallas,32.787255,-96.794118,75000.0,Gadgets,Paid,Existing,78750.0
Keyboard,Acct-000034,09/8/2016,Dallas,33.01542,-96.7689,1000.0,Gadgets,Paid,Existing,1050.0
Speakers,Acct-000072,09/8/2016,Dallas,32.92387,-96.79165,5500.0,Gadgets,Paid,Existing,5775.0
Earphones,Acct-000072,09/8/2016,Atlanta,33.841315,-84.522539,2599.0,Gadgets,Free,Existing,2599.0
PenDrive,Acct-000013,08/11/2016,Atlanta,33.7412592,-84.39968520000002,2500.0,Gadgets,Free,Existing,2500.0
Mouse,Acct-000013,09/8/2016,Atlanta,33.9900381,-84.51953309999998,900.0,Gadgets,Free,Existing,900.0
Ipod,Acct-000177,09/8/2016,Dallas,32.8383604,-96.8652798,2000.0,Gadgets,Paid,New,2100.0
Ipod,Acct-000177,09/8/2016,Dallas,32.92387,-96.79165,2000.0,Gadgets,Paid,New,2100.0
Mobiles,Acct-000013,09/8/2016,Atlanta,33.909943,-84.48214499999997,15000.0,Gadgets,Free,Existing,15000.0
Speakers,Acct-000382,09/8/2016,Denver,39.777368,-104.968254,5500.0,Gadgets,Paid,New,5940.0
PenDrive,Acct-000948,09/8/2016,Dallas,32.800805,-96.819612,2500.0,Gadgets,Paid,Existing,2625.0
Earphones,Acct-000013,09/8/2016,Dallas,33.005724,-96.736843,2599.0,Gadgets,Paid,Existing,2728.95
Earphones,Acct-000167,09/8/2016,Atlanta,33.755431,-84.391561,2599.0,Gadgets,Free,Existing,2599.0
Mouse,Acct-000167,09/8/2016,Atlanta,33.755431,-84.391561,900.0,Gadgets,Free,Existing,900.0
Speakers,Acct-000462,09/8/2016,Dallas,32.967386600000005,-96.7129604,5500.0,Gadgets,Paid,New,5775.0
Mouse,Acct-001153,09/8/2016,Dallas,32.800805,-96.819612,900.0,Gadgets,Paid,New,945.0
Lan,Acct-000019,09/8/2016,Denver,39.74556,-104.995682,1200.0,Gadgets,Paid,Existing,1296.0
Earphones,Acct-000802,09/8/2016,Atlanta,34.0953494,-84.2586726,2599.0,Gadgets,Free,New,2599.0
Mouse,Acct-000963,09/9/2016,Atlanta,33.758884,-84.38769,900.0,Gadgets,Free,New,900.0
Hard Drive,Acct-000972,09/9/2016,Denver,39.777368,-104.968254,5000.0,Gadgets,Paid,New,5400.0
Keyboard,Acct-000972,09/9/2016,Denver,39.67740300000001,-104.916915,1000.0,Gadgets,Paid,New,1080.0
PenDrive,Acct-000034,09/9/2016,Atlanta,33.755431,-84.391561,2500.0,Gadgets,Free,Existing,2500.0
Mouse,Acct-000034,09/9/2016,Atlanta,33.7616219,-84.3911416,900.0,Gadgets,Free,Existing,900.0
Mobiles,Acct-000034,09/9/2016,Dallas,32.787255,-96.794118,15000.0,Gadgets,Paid,Existing,15750.0
Mouse,Acct-000034,09/9/2016,Dallas,33.01542,-96.7689,900.0,Gadgets,Paid,Existing,945.0
Mouse,Acct-000681,09/9/2016,Dallas,32.800805,-96.819612,900.0,Gadgets,Paid,New,945.0
Mobiles,Acct-000013,09/9/2016,Dallas,33.005724,-96.736843,15000.0,Gadgets,Paid,Existing,15750.0
Ipod,Acct-000165,09/9/2016,Atlanta,33.889795,-84.465361,2000.0,Gadgets,Free,New,2000.0
Hard Drive,Acct-000273,09/9/2016,Atlanta,34.1032833,-84.21490290000001,5000.0,Gadgets,Free,Existing,5000.0
Mouse,Acct-000019,09/9/2016,Denver,39.74556,-104.995682,900.0,Gadgets,Paid,Existing,972.0
Mobiles,Acct-000192,09/9/2016,Dallas,32.800805,-96.819612,15000.0,Gadgets,Paid,New,15750.0
PenDrive,Acct-000192,09/9/2016,Dallas,32.800805,-96.819612,2500.0,Gadgets,Paid,New,2625.0
PenDrive,Acct-000273,09/9/2016,Atlanta,33.755431,-84.391561,2500.0,Gadgets,Free,Existing,2500.0
Earphones,Acct-000145,09/9/2016,Dallas,32.8084087,-96.857165,2599.0,Gadgets,Paid,New,2728.95
Mouse,Acct-000864,09/10/2016,Dallas,32.807183,-96.868566,900.0,Gadgets,Paid,New,945.0
Notebook,Acct-000864,09/10/2016,Atlanta,33.758884,-84.38769,75000.0,Gadgets,Free,New,75000.0
Notebook,Acct-000067,09/9/2016,Dallas,32.800805,-96.819612,75000.0,Gadgets,Paid,Existing,78750.0
Ipod,Acct-000354,09/12/2016,Atlanta,33.758884,-84.38769,2000.0,Gadgets,Free,New,2000.0
Keyboard,Acct-000354,09/12/2016,Atlanta,33.893786799999994,-84.46031190000002,1000.0,Gadgets,Free,New,1000.0
Keyboard,Acct-000013,09/12/2016,Dallas,32.886836800000005,-97.0801457,1000.0,Gadgets,Paid,Existing,1050.0
PenDrive,Acct-000036,09/12/2016,Dallas,33.064858,-96.810993,2500.0,Gadgets,Paid,Existing,2625.0
